timestamp,source_ip,destination_ip,action,severity,details
2025-01-18 23:34:49,192.168.208.157,9.37.162.73,blocked,medium,Malware signature found
2025-01-09 08:09:56,192.168.134.13,205.181.36.152,allowed,high,Brute-force attempt
2025-01-04 19:51:39,192.168.229.253,34.145.192.181,allowed,critical,Suspicious outbound
2025-01-04 05:45:57,192.168.13.96,76.42.100.112,blocked,low,Normal traffic
2025-01-29 12:24:48,192.168.56.159,72.8.251.195,blocked,high,Malware signature found
2025-01-15 19:16:54,192.168.54.199,137.154.192.82,allowed,low,Brute-force attempt
2025-01-29 07:22:18,192.168.51.198,160.82.192.226,allowed,medium,Malware signature found
2025-01-04 11:35:31,192.168.149.113,104.150.91.106,blocked,high,Malware signature found
2025-01-27 21:00:30,192.168.21.168,142.210.93.47,blocked,medium,Malware signature found
2025-01-21 18:36:10,192.168.146.187,156.119.12.249,blocked,low,Normal traffic
2025-01-19 12:45:38,192.168.22.170,131.242.18.138,allowed,medium,Brute-force attempt
2025-01-22 06:20:08,192.168.186.255,32.18.73.50,allowed,critical,Port scan detected
2025-01-14 02:31:35,192.168.87.119,156.241.236.207,blocked,low,Brute-force attempt
2025-01-17 11:57:24,192.168.203.39,133.223.162.157,blocked,medium,Suspicious outbound
2025-01-16 23:26:27,192.168.138.224,225.255.64.83,allowed,medium,Malware signature found
2025-01-17 08:26:19,192.168.201.231,19.197.76.32,allowed,medium,Suspicious outbound
2025-01-14 15:23:10,192.168.148.194,199.227.123.31,allowed,low,Port scan detected
2025-01-14 12:28:00,192.168.40.6,154.242.161.132,allowed,low,Normal traffic
2025-01-12 04:43:15,192.168.100.224,10.82.63.142,allowed,high,Brute-force attempt
2025-01-27 17:04:33,192.168.236.74,202.97.15.161,allowed,low,Normal traffic
2025-01-08 08:17:23,192.168.88.127,237.185.104.146,blocked,low,Brute-force attempt
2025-01-21 11:40:40,192.168.158.82,26.231.247.86,allowed,low,Malware signature found
2025-01-23 23:59:02,192.168.204.199,253.240.235.216,allowed,low,Suspicious outbound
2025-01-14 05:36:51,192.168.100.99,139.34.211.118,blocked,medium,Malware signature found
2025-01-27 13:00:05,192.168.138.44,119.177.211.208,blocked,low,Normal traffic
2025-01-27 08:13:54,192.168.48.242,32.71.100.119,blocked,low,Malware signature found
2025-01-11 05:14:57,192.168.26.114,3.16.157.12,allowed,low,Port scan detected
2025-01-23 22:51:47,192.168.79.187,135.22.23.49,allowed,low,Malware signature found
2025-01-27 03:19:47,192.168.167.156,64.61.85.89,allowed,medium,Malware signature found
2025-01-14 19:34:55,192.168.18.197,212.53.116.206,blocked,low,Malware signature found
2025-01-26 10:12:50,192.168.137.218,109.172.65.189,blocked,medium,Malware signature found
2025-01-22 12:37:55,192.168.246.120,108.47.166.47,allowed,low,Normal traffic
2025-01-14 17:55:26,192.168.253.160,239.58.36.196,allowed,high,Port scan detected
2025-01-03 21:09:13,192.168.107.32,220.13.71.74,allowed,low,Malware signature found
2025-01-15 21:05:54,192.168.10.1,77.244.166.137,allowed,low,Malware signature found
2025-01-30 09:53:51,192.168.186.204,103.74.127.125,blocked,low,Brute-force attempt
2025-01-14 02:12:51,192.168.58.88,202.97.191.94,blocked,medium,Normal traffic
2025-01-13 08:43:53,192.168.3.23,220.121.169.238,allowed,critical,Suspicious outbound
2025-01-25 20:33:06,192.168.6.123,132.245.80.188,allowed,critical,Port scan detected
2025-01-21 06:16:28,192.168.58.70,219.92.100.7,blocked,medium,Port scan detected
2025-01-26 00:01:47,192.168.155.227,35.108.110.136,allowed,low,Port scan detected
2025-01-13 17:45:20,192.168.156.170,67.137.47.103,allowed,critical,Malware signature found
2025-01-20 08:32:08,192.168.69.27,162.122.79.230,allowed,medium,Port scan detected
2025-01-27 00:24:39,192.168.181.247,125.240.92.231,blocked,medium,Port scan detected
2025-01-18 04:29:00,192.168.232.97,1.59.55.144,blocked,medium,Port scan detected
2025-01-20 12:58:25,192.168.90.254,99.180.55.93,allowed,high,Malware signature found
2025-01-20 10:26:48,192.168.22.42,229.27.41.214,allowed,high,Malware signature found
2025-01-23 01:15:11,192.168.70.210,218.78.39.3,allowed,medium,Brute-force attempt
2025-01-22 19:50:10,192.168.12.229,95.66.173.112,allowed,high,Suspicious outbound
2025-01-16 03:41:01,192.168.36.100,93.132.108.163,allowed,high,Malware signature found
2025-01-27 08:34:36,192.168.68.45,247.63.218.24,allowed,high,Normal traffic
2025-01-14 02:42:29,192.168.207.217,48.158.67.30,blocked,medium,Brute-force attempt
2025-01-15 22:06:44,192.168.113.141,42.247.225.67,blocked,low,Malware signature found
2025-01-21 08:05:19,192.168.44.183,168.43.248.41,blocked,low,Suspicious outbound
2025-01-17 17:04:42,192.168.72.166,207.187.209.220,allowed,medium,Suspicious outbound
2025-01-06 04:02:24,192.168.141.251,39.241.5.182,allowed,low,Normal traffic
2025-01-28 22:48:09,192.168.75.145,100.160.204.146,allowed,medium,Brute-force attempt
2025-01-29 16:15:04,192.168.180.67,53.162.16.10,allowed,high,Normal traffic
2025-01-20 14:21:43,192.168.174.197,15.216.228.161,blocked,medium,Port scan detected
2025-01-18 20:53:18,192.168.71.1,126.37.55.218,allowed,low,Brute-force attempt
2025-01-12 23:48:29,192.168.111.197,47.14.130.221,allowed,medium,Normal traffic
2025-01-12 17:41:20,192.168.196.215,49.83.90.215,allowed,low,Port scan detected
2025-01-02 07:07:22,192.168.99.214,74.126.139.28,allowed,medium,Suspicious outbound
2025-01-12 07:40:35,192.168.205.217,109.18.104.106,allowed,medium,Normal traffic
2025-01-07 16:33:08,192.168.149.236,192.123.167.153,blocked,high,Suspicious outbound
2025-01-03 19:12:11,192.168.25.22,102.72.232.96,allowed,low,Suspicious outbound
2025-01-20 23:30:07,192.168.77.222,242.130.35.48,blocked,high,Port scan detected
2025-01-13 15:37:55,192.168.199.71,100.210.13.210,allowed,low,Port scan detected
2025-01-23 13:31:20,192.168.37.27,124.222.153.10,blocked,medium,Malware signature found
2025-01-07 15:36:42,192.168.241.98,37.167.216.29,allowed,medium,Normal traffic
2025-01-21 22:14:18,192.168.154.101,232.157.192.150,allowed,high,Suspicious outbound
2025-01-09 08:05:03,192.168.226.84,47.81.153.121,blocked,high,Suspicious outbound
2025-01-11 20:18:06,192.168.180.181,111.231.25.22,blocked,high,Port scan detected
2025-01-09 16:51:52,192.168.173.172,131.235.87.17,allowed,medium,Brute-force attempt
2025-01-26 21:58:40,192.168.193.115,64.43.169.111,allowed,medium,Suspicious outbound
2025-01-28 12:32:17,192.168.93.154,6.67.171.150,blocked,medium,Port scan detected
2025-01-18 05:13:26,192.168.31.116,19.130.233.246,allowed,critical,Brute-force attempt
2025-01-20 07:50:22,192.168.47.207,77.173.54.12,allowed,low,Suspicious outbound
2025-01-06 15:46:48,192.168.47.138,202.253.82.185,allowed,medium,Brute-force attempt
2025-01-11 09:17:37,192.168.39.70,49.49.121.154,allowed,low,Normal traffic
2025-01-20 08:56:06,192.168.87.80,64.106.92.172,allowed,high,Normal traffic
2025-01-11 07:35:20,192.168.18.130,254.91.52.7,allowed,high,Port scan detected
2025-01-07 10:00:41,192.168.101.58,40.233.147.33,allowed,critical,Port scan detected
2025-01-02 22:04:32,192.168.110.182,158.231.96.51,blocked,medium,Brute-force attempt
2025-01-06 23:41:30,192.168.163.84,60.22.137.175,blocked,low,Suspicious outbound
2025-01-18 20:17:30,192.168.180.155,42.53.159.252,blocked,low,Suspicious outbound
2025-01-04 16:41:00,192.168.178.3,64.123.24.212,allowed,low,Brute-force attempt
2025-01-09 12:02:03,192.168.93.156,136.130.217.104,blocked,low,Normal traffic
2025-01-09 03:00:54,192.168.20.176,228.124.236.222,blocked,critical,Malware signature found
2025-01-28 09:46:50,192.168.95.162,128.226.16.217,allowed,critical,Suspicious outbound
2025-01-01 02:22:43,192.168.120.228,247.2.134.193,allowed,critical,Normal traffic
2025-01-06 21:17:22,192.168.41.180,244.199.27.84,blocked,medium,Normal traffic
2025-01-30 15:31:39,192.168.8.159,151.180.114.86,allowed,critical,Port scan detected
2025-01-27 04:14:42,192.168.208.156,210.11.145.38,allowed,critical,Brute-force attempt
2025-01-05 14:45:52,192.168.48.127,93.96.56.42,blocked,low,Suspicious outbound
2025-01-09 12:44:16,192.168.34.26,111.99.43.14,blocked,medium,Suspicious outbound
2025-01-11 14:41:36,192.168.156.149,69.239.225.77,blocked,medium,Malware signature found
2025-01-02 05:37:54,192.168.66.87,53.87.213.240,allowed,medium,Brute-force attempt
2025-01-25 20:32:01,192.168.64.85,201.122.179.3,blocked,low,Brute-force attempt
2025-01-02 05:15:55,192.168.144.178,180.230.45.117,allowed,low,Brute-force attempt
2025-01-02 11:41:20,192.168.220.190,156.195.45.133,allowed,medium,Suspicious outbound
2025-01-24 04:11:31,192.168.128.193,48.154.101.96,allowed,medium,Port scan detected
2025-01-24 07:08:23,192.168.0.143,21.69.238.210,blocked,high,Normal traffic
2025-01-22 01:38:51,192.168.8.107,228.68.205.39,blocked,critical,Port scan detected
2025-01-06 06:56:58,192.168.145.39,177.151.99.129,blocked,critical,Suspicious outbound
2025-01-23 18:24:10,192.168.159.3,164.182.23.235,blocked,medium,Suspicious outbound
2025-01-14 05:35:53,192.168.93.130,122.85.222.99,blocked,high,Malware signature found
2025-01-26 05:30:08,192.168.95.143,20.31.250.26,blocked,medium,Malware signature found
2025-01-24 13:01:46,192.168.193.154,120.59.5.204,allowed,critical,Malware signature found
2025-01-15 22:16:16,192.168.91.153,32.234.2.137,allowed,low,Brute-force attempt
2025-01-05 20:10:07,192.168.186.112,25.55.212.76,allowed,low,Normal traffic
2025-01-08 15:36:28,192.168.11.108,34.129.228.36,allowed,low,Normal traffic
2025-01-10 06:55:34,192.168.50.250,201.174.67.233,blocked,high,Suspicious outbound
2025-01-30 05:36:40,192.168.186.90,187.110.21.172,allowed,low,Brute-force attempt
2025-01-06 09:41:03,192.168.215.229,108.145.72.233,blocked,low,Port scan detected
2025-01-10 06:40:13,192.168.147.250,16.182.238.84,blocked,low,Port scan detected
2025-01-27 20:54:14,192.168.201.18,107.108.137.101,allowed,low,Malware signature found
2025-01-08 23:28:47,192.168.134.43,43.142.129.130,allowed,high,Port scan detected
2025-01-03 21:28:12,192.168.110.161,146.57.36.125,blocked,low,Malware signature found
2025-01-18 00:33:26,192.168.124.34,211.169.132.122,allowed,high,Suspicious outbound
2025-01-18 22:15:57,192.168.197.64,129.79.122.38,allowed,low,Normal traffic
2025-01-10 00:00:36,192.168.160.66,238.8.247.188,blocked,high,Brute-force attempt
2025-01-26 19:21:48,192.168.93.34,21.253.82.123,allowed,low,Suspicious outbound
2025-01-03 12:29:29,192.168.112.206,53.161.211.91,allowed,medium,Brute-force attempt
2025-01-02 09:05:43,192.168.90.252,1.235.104.55,blocked,high,Malware signature found
2025-01-22 04:51:51,192.168.128.0,232.78.46.96,allowed,medium,Brute-force attempt
2025-01-06 06:19:22,192.168.223.44,98.102.233.60,allowed,medium,Brute-force attempt
2025-01-05 08:28:13,192.168.99.50,82.108.135.66,blocked,high,Brute-force attempt
2025-01-14 16:09:30,192.168.236.228,113.220.13.11,allowed,high,Normal traffic
2025-01-01 18:49:05,192.168.195.188,47.82.203.60,allowed,medium,Brute-force attempt
2025-01-20 13:24:54,192.168.199.105,204.152.101.134,allowed,low,Normal traffic
2025-01-08 23:00:36,192.168.232.124,76.65.130.121,blocked,high,Brute-force attempt
2025-01-22 21:54:02,192.168.54.4,238.134.200.210,allowed,high,Normal traffic
2025-01-28 18:01:14,192.168.102.169,235.222.172.193,allowed,medium,Port scan detected
2025-01-28 03:20:42,192.168.61.158,242.131.164.3,blocked,critical,Brute-force attempt
2025-01-14 12:56:55,192.168.146.222,111.202.60.201,blocked,low,Brute-force attempt
2025-01-01 06:23:42,192.168.28.16,127.147.75.90,allowed,low,Normal traffic
2025-01-15 18:28:48,192.168.133.156,12.180.192.67,allowed,medium,Normal traffic
2025-01-08 17:58:06,192.168.85.73,148.216.253.67,allowed,medium,Normal traffic
2025-01-08 14:40:23,192.168.56.197,209.140.153.47,allowed,low,Malware signature found
2025-01-19 05:29:21,192.168.176.166,86.251.111.137,allowed,medium,Suspicious outbound
2025-01-01 20:40:00,192.168.46.8,171.46.188.229,allowed,high,Normal traffic
2025-01-17 07:46:44,192.168.168.87,200.99.108.37,allowed,low,Normal traffic
2025-01-29 22:17:13,192.168.250.169,186.224.36.137,allowed,high,Port scan detected
2025-01-13 10:24:57,192.168.133.61,53.84.120.134,blocked,high,Suspicious outbound
2025-01-24 16:23:02,192.168.229.246,133.22.49.8,allowed,high,Port scan detected
2025-01-19 08:42:05,192.168.34.124,23.194.185.45,blocked,high,Suspicious outbound
2025-01-17 01:48:17,192.168.191.252,19.178.47.88,blocked,low,Normal traffic
2025-01-19 10:20:49,192.168.220.200,115.84.88.52,blocked,critical,Brute-force attempt
2025-01-09 00:53:12,192.168.92.129,64.179.58.247,blocked,high,Brute-force attempt
2025-01-21 12:56:28,192.168.170.217,195.120.31.207,blocked,low,Brute-force attempt
2025-01-17 08:16:41,192.168.19.144,54.144.146.109,blocked,low,Suspicious outbound
2025-01-03 11:03:25,192.168.192.207,255.163.64.108,allowed,low,Normal traffic
2025-01-04 15:49:53,192.168.7.148,78.234.86.40,blocked,medium,Port scan detected
2025-01-01 02:15:22,192.168.91.184,113.39.74.114,allowed,medium,Brute-force attempt
2025-01-16 01:21:16,192.168.225.243,159.36.90.91,allowed,high,Malware signature found
2025-01-07 11:25:12,192.168.135.13,101.103.41.143,blocked,low,Normal traffic
2025-01-09 12:57:18,192.168.78.114,240.186.250.143,allowed,medium,Brute-force attempt
2025-01-02 00:54:12,192.168.143.62,56.208.234.31,allowed,low,Malware signature found
2025-01-03 01:17:28,192.168.63.24,80.57.219.147,allowed,medium,Suspicious outbound
2025-01-08 06:52:38,192.168.229.38,218.60.69.247,blocked,high,Normal traffic
2025-01-19 23:28:48,192.168.172.73,79.204.244.102,blocked,high,Malware signature found
2025-01-27 23:17:46,192.168.177.99,116.155.119.231,blocked,low,Normal traffic
2025-01-15 19:31:47,192.168.112.214,233.29.68.170,allowed,medium,Malware signature found
2025-01-12 22:33:37,192.168.185.18,107.144.1.5,allowed,medium,Brute-force attempt
2025-01-17 08:30:20,192.168.101.220,114.16.124.173,allowed,low,Brute-force attempt
2025-01-07 11:56:24,192.168.210.12,254.25.182.37,blocked,low,Suspicious outbound
2025-01-16 04:51:57,192.168.167.250,223.79.115.137,allowed,medium,Port scan detected
2025-01-19 12:40:28,192.168.42.171,152.164.190.211,allowed,critical,Malware signature found
2025-01-16 17:50:46,192.168.41.41,219.244.255.136,blocked,high,Normal traffic
2025-01-08 03:45:43,192.168.251.98,8.134.213.228,allowed,high,Normal traffic
2025-01-30 03:37:37,192.168.50.17,133.223.180.111,allowed,low,Brute-force attempt
2025-01-28 14:58:57,192.168.120.78,186.207.200.161,allowed,low,Brute-force attempt
2025-01-13 13:42:03,192.168.221.38,60.50.153.117,allowed,high,Port scan detected
2025-01-24 07:44:58,192.168.56.33,118.48.122.59,allowed,low,Suspicious outbound
2025-01-16 22:02:45,192.168.150.17,92.254.1.185,allowed,high,Brute-force attempt
2025-01-25 10:57:44,192.168.178.91,198.252.191.141,allowed,high,Port scan detected
2025-01-16 01:16:46,192.168.157.66,220.44.216.164,allowed,low,Normal traffic
2025-01-07 11:27:16,192.168.45.88,88.199.87.7,allowed,medium,Malware signature found
2025-01-12 19:52:58,192.168.152.67,106.198.26.4,allowed,medium,Suspicious outbound
2025-01-19 05:46:13,192.168.153.212,193.156.92.108,allowed,high,Port scan detected
2025-01-09 21:26:06,192.168.110.117,20.89.24.84,allowed,medium,Normal traffic
2025-01-29 17:11:09,192.168.93.104,21.99.236.195,blocked,low,Port scan detected
2025-01-08 13:50:50,192.168.32.32,180.50.206.63,blocked,high,Normal traffic
2025-01-09 17:58:00,192.168.135.82,190.174.43.95,blocked,low,Brute-force attempt
2025-01-19 07:04:02,192.168.55.249,193.224.25.148,allowed,medium,Normal traffic
2025-01-06 17:01:47,192.168.43.123,162.74.115.214,allowed,low,Suspicious outbound
2025-01-15 07:27:56,192.168.215.248,55.153.179.233,allowed,medium,Suspicious outbound
2025-01-15 08:38:53,192.168.32.218,71.210.33.192,allowed,low,Brute-force attempt
2025-01-01 17:04:00,192.168.251.55,72.199.249.156,blocked,low,Port scan detected
2025-01-21 09:50:12,192.168.26.29,222.226.198.66,blocked,medium,Malware signature found
2025-01-21 05:11:10,192.168.142.8,236.99.206.26,blocked,medium,Brute-force attempt
2025-01-12 20:29:12,192.168.53.51,241.247.156.39,allowed,medium,Normal traffic
2025-01-17 09:23:30,192.168.230.38,175.161.38.146,allowed,high,Normal traffic
2025-01-06 22:58:06,192.168.107.130,199.60.29.62,allowed,low,Brute-force attempt
2025-01-21 17:22:57,192.168.13.100,98.100.112.120,allowed,low,Malware signature found
2025-01-04 08:20:13,192.168.243.195,238.49.253.135,blocked,low,Suspicious outbound
2025-01-13 13:16:09,192.168.124.116,31.127.13.202,blocked,medium,Malware signature found
2025-01-23 05:34:25,192.168.109.161,78.92.30.5,allowed,low,Normal traffic
2025-01-06 03:46:10,192.168.5.36,87.198.186.113,allowed,medium,Normal traffic
2025-01-11 05:32:24,192.168.17.250,252.122.125.27,allowed,low,Brute-force attempt
2025-01-30 21:00:44,192.168.217.15,114.99.65.123,blocked,medium,Malware signature found
2025-01-28 22:07:36,192.168.52.35,241.51.53.100,blocked,low,Brute-force attempt
2025-01-03 17:08:19,192.168.198.142,18.136.106.70,blocked,critical,Normal traffic
2025-01-03 11:52:50,192.168.123.246,86.140.20.211,blocked,critical,Malware signature found
2025-01-05 05:21:17,192.168.153.73,255.220.30.198,allowed,medium,Brute-force attempt
2025-01-10 19:17:30,192.168.147.36,80.84.252.94,blocked,high,Malware signature found
2025-01-04 14:17:37,192.168.116.141,183.47.193.69,allowed,critical,Suspicious outbound
2025-01-23 17:36:53,192.168.217.108,216.146.83.162,allowed,medium,Brute-force attempt
2025-01-05 03:21:12,192.168.157.144,129.77.151.34,allowed,critical,Malware signature found
2025-01-29 05:23:28,192.168.155.159,252.100.48.112,blocked,low,Malware signature found
2025-01-25 10:56:41,192.168.128.184,162.76.209.71,allowed,medium,Port scan detected
2025-01-23 22:27:50,192.168.246.179,38.204.53.13,allowed,low,Suspicious outbound
2025-01-20 05:19:36,192.168.174.64,239.11.242.167,allowed,high,Port scan detected
2025-01-15 05:32:53,192.168.140.50,86.162.148.188,allowed,medium,Brute-force attempt
2025-01-12 05:21:41,192.168.13.196,78.189.160.251,allowed,low,Malware signature found
2025-01-10 05:14:39,192.168.121.42,240.83.31.227,allowed,low,Brute-force attempt
2025-01-26 15:39:49,192.168.173.93,95.244.34.76,allowed,medium,Suspicious outbound
2025-01-19 10:20:16,192.168.109.88,92.81.43.97,allowed,medium,Brute-force attempt
2025-01-30 04:31:26,192.168.14.71,180.124.228.225,allowed,high,Normal traffic
2025-01-29 05:52:47,192.168.152.173,196.162.47.126,blocked,high,Malware signature found
2025-01-29 18:44:53,192.168.101.43,50.190.74.252,allowed,high,Brute-force attempt
2025-01-10 03:46:38,192.168.188.70,170.84.176.105,blocked,high,Normal traffic
2025-01-06 08:28:10,192.168.204.209,170.54.138.109,blocked,high,Port scan detected
2025-01-09 17:20:03,192.168.233.17,41.134.85.83,blocked,low,Port scan detected
2025-01-21 20:21:21,192.168.146.158,5.31.236.13,blocked,low,Malware signature found
2025-01-30 09:29:56,192.168.145.145,234.253.64.49,allowed,medium,Suspicious outbound
2025-01-07 13:21:03,192.168.68.15,86.27.57.63,allowed,low,Brute-force attempt
2025-01-19 08:10:14,192.168.199.100,111.154.58.61,blocked,low,Suspicious outbound
2025-01-19 16:03:57,192.168.169.46,235.60.208.123,allowed,low,Suspicious outbound
2025-01-05 07:25:50,192.168.147.165,79.60.248.174,blocked,low,Malware signature found
2025-01-22 18:26:24,192.168.71.154,132.46.114.182,blocked,medium,Brute-force attempt
2025-01-20 00:02:20,192.168.66.255,206.94.14.224,blocked,low,Normal traffic
2025-01-26 23:44:09,192.168.165.59,82.98.232.205,allowed,low,Normal traffic
2025-01-01 12:34:31,192.168.32.247,232.8.10.152,blocked,low,Brute-force attempt
2025-01-14 12:14:34,192.168.23.251,165.83.226.186,blocked,low,Normal traffic
2025-01-25 02:56:16,192.168.18.7,236.202.154.51,blocked,medium,Suspicious outbound
2025-01-26 22:32:32,192.168.95.168,211.74.4.84,blocked,low,Brute-force attempt
2025-01-01 05:17:08,192.168.137.245,189.22.16.4,blocked,medium,Brute-force attempt
2025-01-11 17:02:06,192.168.73.35,102.75.42.202,allowed,critical,Suspicious outbound
2025-01-10 01:54:26,192.168.17.138,172.210.61.217,allowed,high,Malware signature found
2025-01-17 09:00:33,192.168.90.46,124.66.254.139,allowed,low,Malware signature found
2025-01-02 13:45:54,192.168.213.118,71.28.221.208,blocked,medium,Brute-force attempt
2025-01-03 04:43:56,192.168.199.68,255.38.33.53,blocked,critical,Malware signature found
2025-01-05 11:23:26,192.168.94.204,158.68.119.193,allowed,high,Port scan detected
2025-01-15 10:30:56,192.168.30.222,124.1.87.148,blocked,critical,Normal traffic
2025-01-03 18:48:30,192.168.23.169,231.254.230.249,allowed,high,Brute-force attempt
2025-01-30 22:15:30,192.168.199.84,132.111.183.76,allowed,low,Brute-force attempt
2025-01-11 00:21:07,192.168.224.240,184.93.67.217,blocked,low,Suspicious outbound
2025-01-28 20:09:14,192.168.42.103,51.119.112.20,allowed,medium,Malware signature found
2025-01-02 20:12:15,192.168.53.108,32.251.238.97,allowed,medium,Normal traffic
2025-01-08 22:05:12,192.168.240.121,54.50.42.235,allowed,low,Suspicious outbound
2025-01-27 13:05:10,192.168.191.85,93.105.46.129,allowed,low,Normal traffic
2025-01-23 02:57:36,192.168.223.184,30.63.60.119,blocked,low,Suspicious outbound
2025-01-26 07:51:33,192.168.217.172,201.244.192.15,blocked,low,Brute-force attempt
